date,jsl_official_index,replica_index,jsl_norm,replica_norm,jsl_daily_return,replica_daily_return,replica_minus_official_daily_return
2026-03-10,2727.616,2598.7625764200848,1.1752846954924847,1.1698757532211526,0.012200063828050167,0.012195975868102726,-4.087959947440822e-06
2026-03-11,2728.953,2600.0393148691464,1.1758607867156896,1.170450498050986,0.0004901716370633302,0.0004912870689481874,1.1154318848571876e-06
2026-03-12,2689.438,2562.376906259865,1.158834425694789,1.1534961448370034,-0.01447991225939027,-0.014485322738735928,-5.410479345657748e-06
2026-03-13,2655.417,2529.9361249500425,1.1441753385559283,1.13889239310752,-0.012649854728013832,-0.012660425260066055,-1.0570532052223136e-05
2026-03-16,2652.682,2527.0611673036146,1.1429968722167618,1.1375981835969586,-0.001029970057433549,-0.0011363755859585822,-0.00010640552852503316
2026-03-17,2600.318,2477.1352051597164,1.1204340892609617,1.1151231898832805,-0.019740021608319225,-0.019756530941896222,-1.6509333576997243e-05
2026-03-18,2637.295,2512.2397351603377,1.136366867989795,1.1309260719351393,0.014220183839053435,0.014171422669017275,-4.8761170036160095e-05
2026-03-19,2584.127,2461.7376812355474,1.1134576547097934,1.1081917410229762,-0.02016005035462476,-0.020102402337636383,5.7648016988376405e-05
2026-03-20,2558.208,2437.0563591694117,1.1022895855891879,1.0970810376041247,-0.010030079790969926,-0.010025975657060315,4.104133909610397e-06
2026-03-23,2521.344,2401.4392261408148,1.0864054966944774,1.0810473988610245,-0.014410087060942711,-0.014614817131572533,-0.00020473007062982163
2026-03-24,2590.58,2467.341537784793,1.116238145856646,1.1107144092963217,0.027459957863742446,0.02744283966323202,-1.711820051042423e-05
2026-03-25,2620.631,2495.794212297832,1.1291866255488916,1.1235228491011424,0.011600104995792337,0.011531713010669797,-6.839198512254008e-05
2026-03-26,2578.57,2455.7382672500717,1.111063235168021,1.1054910060582561,-0.016049951328515832,-0.01604937812997076,5.731985450729837e-07
2026-03-27,2597.265,2473.4955736725296,1.1191186019726707,1.113484749855648,0.00725014252085443,0.007230944217171187,-1.9198303683243267e-05
2026-03-30,2575.344,2452.3648068419907,1.1096732050363385,1.1039723873234497,-0.00844003211070099,-0.008542876346920192,-0.00010284423621920169
2026-03-31,2537.95,2416.7460432482635,1.0935607478930873,1.0879380145546147,-0.014520001988084008,-0.014524251650632203,-4.249662548194699e-06
2026-04-01,2594.572,2470.532186426845,1.1179582327399924,1.1121507323053001,0.022310132193305687,0.022255604112333405,-5.4528080972282567e-05
2026-04-02,2555.109,2432.945366581682,1.1009542776604577,1.0952304066177874,-0.015209830368939525,-0.015214057947379067,-4.2275784395418015e-06
2026-04-03,2560.347,2437.9261855208056,1.1032112453696183,1.0974726042548228,0.002050010390946211,0.0020472383011715944,-2.772089774616404e-06
2026-04-07,2575.427,2452.1199049368365,1.109708968365827,1.1038621406993998,0.005889826652403007,0.0058220464181111264,-6.778023429188096e-05
2026-04-08,2662.502,2534.8004033548855,1.147228148067078,1.1410821281046208,0.033809927441158294,0.03371796715633235,-9.196028482594265e-05
2026-04-09,2654.062,2526.76050877824,1.1435914914299428,1.1374628372124806,-0.0031699506704596647,-0.0031718057824215995,-1.8551119619347745e-06
2026-04-10,2650.798,2523.662169290844,1.1421850877257236,1.1360680686890146,-0.0012298130186860767,-0.0012262101915208046,3.60282716527216e-06
2026-04-13,2635.662,2509.018889986052,1.1356632352541973,1.1294761554600963,-0.00570997865548406,-0.005802392841236292,-9.241418575223204e-05
2026-04-14,2662.467,2534.411540585885,1.1472130671450047,1.1409070751279036,0.010170120447917874,0.01012054978987198,-4.9570658045894334e-05
2026-04-15,2668.937,2540.4818563294475,1.15000088331115,1.1436397276861734,0.002430077067621772,0.002395157868543718,-3.4919199078053964e-05
2026-04-16,2713.135,2582.542866500369,1.1690450717054757,1.162574183800565,0.016560151101356224,0.016556311971340998,-3.839130015226289e-06
2026-04-17,2720.705,2589.632377185023,1.1723068597082142,1.1657656437390116,0.0027901302367923098,0.002745166702406321,-4.496353438598888e-05
2026-04-20,2729.574,2597.717381792848,1.176128365361621,1.1694052416542644,0.003259816848941721,0.0031220665446782814,-0.00013775030426343982
2026-04-21,2719.502,2588.0515919499107,1.1717885068723761,1.1650540272433811,-0.0036899530842542383,-0.003720878148902429,-3.092506464819067e-05
2026-04-22,2740.986,2608.3148584353457,1.1810456077245344,1.174175870214902,0.00789997580439361,0.00782954503243416,-7.043077195945102e-05
2026-04-23,2722.21,2590.346869820929,1.1729553393573717,1.166087284360662,-0.006850089712242213,-0.00688873452386618,-3.8644811623966824e-05
2026-04-24,2710.423,2579.12634057767,1.1678765156865287,1.1610361784154315,-0.004329937807884154,-0.004331670547286448,-1.7327394022936815e-06
2026-04-27,2726.957,2594.781835434308,1.1750007432740164,1.1680837571375668,0.006100154846679029,0.0060700767582915205,-3.0078088387508473e-05
2026-04-28,2699.033,2568.081317218049,1.1629687527603472,1.1560640793328054,-0.010239985448982192,-0.010290082137787815,-5.0096688805623124e-05
2026-04-29,2724.215,2592.030497352282,1.1738192607504354,1.1668451970088805,0.009330008191822836,0.009325709421139639,-4.298770683197617e-06
2026-04-30,2721.409,2589.22836043456,1.1726102016836342,1.165583768948082,-0.0010300214924299222,-0.0010810586220280083,-5.103712959808604e-05
2026-05-06,2765.115,2630.808559465494,1.191442395401956,1.1843017800129514,0.016060063004127434,0.016058915337987312,-1.1476661401221833e-06
2026-05-07,2784.111,2648.866989236782,1.1996274581364375,1.192431079442751,0.0068698770213897475,0.006864212793559199,-5.6642278305485405e-06
2026-05-08,2792.658,2656.9981971795946,1.2033102193067686,1.1960914765498234,0.003069920703592688,0.003069692806717983,-2.278968747049248e-07
2026-05-11,2807.599,2671.212851695818,1.2097480494981716,1.2024904372743743,0.005350100155479209,0.005349892420443592,-2.0773503561777318e-07
2026-05-12,2768.012,2633.5601014593453,1.1926906648661482,1.1855404319359026,-0.014099948033889476,-0.01409575062974433,4.197404145145356e-06
2026-05-13,2783.458,2648.256596090959,1.199346091218896,1.192156300920192,0.005580178120615065,0.005580466769476766,2.886488617015459e-07
2026-05-14,2742.959,2609.7183193079272,1.1818957408459878,1.17480766122972,-0.014549887226608105,-0.014552319756294563,-2.432529686458018e-06
2026-05-15,2728.257,2595.71775763388,1.1755608918081724,1.168505077922357,-0.005359905124356468,-0.005364778861559283,-4.873737202815143e-06
